latitude,longitude,time,borehole,depth,frozen,cryostructures,visible_ice,ASTM_2488,materials,organic_cover,top_of_interval,bottom_of_interval
68.87,-133.527,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-10,2.15,1,,No visible ice,TILL,Till,0,0,4.3
68.87,-133.527,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-10,4.45,1,,No visible ice,ML,Silt,0,4.3,4.6
68.87,-133.527,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-10,4.8,1,,No visible ice,ORGANICS,Organics,0,4.6,5
68.87,-133.527,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-10,5.55,1,Vx,Low,ML,Silt,0,5,6.1
68.87,-133.527,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-10,6.4,1,,Low,CL,Clay,0,6.1,6.7
68.888,-133.535,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-11,0.76,1,,No visible ice,TILL,Till,0,0,1.52
68.888,-133.535,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-11,2.11,1,,Medium to high,ML,Silt,0,1.52,2.7
68.888,-133.535,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-11,3.25,1,"Vx, Vs",Medium to high,ML,Silt,0,2.7,3.8
68.918,-133.49,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-12,0.4,1,,No visible ice,TILL,Till,0,0,0.8
68.918,-133.49,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-12,1.77,1,,Medium to high,TILL,Till,0,0.8,2.74
68.918,-133.49,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-12,2.895,1,,Medium to high,PEAT,Organics,0,2.74,3.05
68.918,-133.49,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-12,3.275,1,,Low,ML,Silt,0,3.05,3.5
68.918,-133.49,2017-03-18T00:00:00Z,ENG.YARC03097-01//ITH-12,4.35,1,,Medium to high,ML,Silt,0,3.5,5.2
68.945,-133.417,2017-03-17T00:00:00Z,ENG.YARC03097-01//ITH-13,0.45,1,,No visible ice,TILL,Till,0,0,0.9
68.945,-133.417,2017-03-17T00:00:00Z,ENG.YARC03097-01//ITH-13,1.5,1,,No visible ice,ML,Silt,0,0.9,2.1
68.945,-133.417,2017-03-17T00:00:00Z,ENG.YARC03097-01//ITH-13,2.3,1,,No visible ice,CL,Clay,0,2.1,2.5
68.945,-133.417,2017-03-17T00:00:00Z,ENG.YARC03097-01//ITH-13,2.9,1,Vx,Low,CL,Clay,0,2.5,3.3
68.96,-133.41,2017-03-17T00:00:00Z,ENG.YARC03097-01//ITH-14,0.605,1,,No visible ice,TILL,Till,0,0,1.21
68.96,-133.41,2017-03-17T00:00:00Z,ENG.YARC03097-01//ITH-14,2.205,1,Vx,Low,ML,Silt,0,1.21,3.2
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),0.1,1,,No visible ice,ORGANICS,Organics,0.6,0,0.2
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),0.7,1,Vx,Medium to high,TILL,Till,0.6,0.2,1.2
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),1.35,1,Vs,Medium to high,TILL,Till,0.6,1.2,1.5
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),2.85,1,,Medium to high,SP,Coarse till,0.6,1.5,4.2
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),4.4,1,Vx,Medium to high,CL,Clay,0.6,4.2,4.6
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),5,1,,High,SP,Sand,0.6,4.6,5.4
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),5.5,1,Vx,Medium to high,SP,Sand,0.6,5.4,5.6
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),5.95,1,,Medium to high,CL,Clay,0.6,5.6,6.3
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),6.55,1,Nbe,Low,CL,Clay,0.6,6.3,6.8
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),6.95,1,Vs,Low,CL,Clay,0.6,6.8,7.1
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),7.15,1,,High,CL,Clay,0.6,7.1,7.2
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),7.25,1,,High,SP,Coarse till,0.6,7.2,7.3
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),7.55,1,Vs,Medium to high,SP,Coarse till,0.6,7.3,7.8
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),8,1,Vx,Low,SP,Coarse till,0.6,7.8,8.2
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),10.25,1,,Medium to high,SP,Coarse till,0.6,8.2,12.3
69.27288,-132.92645,2017-03-04T00:00:00Z,ENG.YARC03097-01//TUK_H (NTGS 10),12.9,1,Nbe,Low,SP,Coarse till,0.6,12.3,13.5
68.75212,-133.54112,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_H (NTGS 5),0.3,0,,None,ORGANICS,Organics,2,0,0.6
68.75212,-133.54112,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_H (NTGS 5),0.9,1,,Pure ice,ICE,Ice,2,0.6,1.2
68.75212,-133.54112,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_H (NTGS 5),1.3,1,Vs,Medium to high,PEAT,Organics,2,1.2,1.4
68.75212,-133.54112,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_H (NTGS 5),1.7,1,Vx,Medium to high,PEAT,Organics,2,1.4,2
68.75212,-133.54112,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_H (NTGS 5),6.85,1,Vx,Low,CL,Clay,2,2,11.7
68.75212,-133.54112,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_H (NTGS 5),12.35,1,Vx,Low,SP,Coarse till,2,11.7,13
68.75212,-133.54112,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_H (NTGS 5),14.85,1,Nbn,No visible ice,SP,Coarse till,2,13,16.7
68.75212,-133.54112,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_H (NTGS 5),17.15,1,Nbn,No visible ice,ROCK,Rock,2,16.7,17.6
68.75212,-133.54112,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_H (NTGS 5),18.85,1,Nbn,No visible ice,SP,Coarse till,2,17.6,20.1
68.74944,-133.54192,2017-03-11T00:00:00Z,ENG.YARC03097-01//TVC_P (NTGS 4),0.6,1,Vx,Low,PEAT,Organics,4,0,1.2
68.74944,-133.54192,2017-03-11T00:00:00Z,ENG.YARC03097-01//TVC_P (NTGS 4),1.9,1,Vs,Medium to high,PEAT,Organics,4,1.2,2.6
68.74944,-133.54192,2017-03-11T00:00:00Z,ENG.YARC03097-01//TVC_P (NTGS 4),3.35,1,,High,PEAT,Organics,4,2.6,4.1
68.74944,-133.54192,2017-03-11T00:00:00Z,ENG.YARC03097-01//TVC_P (NTGS 4),4.8,1,,High,ML,Silt,4,4.1,5.5
68.74944,-133.54192,2017-03-11T00:00:00Z,ENG.YARC03097-01//TVC_P (NTGS 4),5.8,1,,Medium to high,ML,Silt,4,5.5,6.1
68.74944,-133.54192,2017-03-11T00:00:00Z,ENG.YARC03097-01//TVC_P (NTGS 4),6.4,1,Vx,Medium to high,ML,Silt,4,6.1,6.7
68.74944,-133.54192,2017-03-11T00:00:00Z,ENG.YARC03097-01//TVC_P (NTGS 4),7.85,1,Vx,Medium to high,CL,Clay,4,6.7,9
68.74944,-133.54192,2017-03-11T00:00:00Z,ENG.YARC03097-01//TVC_P (NTGS 4),9.55,1,,Low,CL,Clay,4,9,10.1
68.75912,-133.54506,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_R (NTGS 6),0.45,1,Vx,Low,PEAT,Organics,1.5,0,0.9
68.75912,-133.54506,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_R (NTGS 6),0.95,0,,None,PEAT,Organics,1.5,0.9,1
68.75912,-133.54506,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_R (NTGS 6),1.25,1,,No visible ice,PEAT,Organics,1.5,1,1.5
68.75912,-133.54506,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_R (NTGS 6),1.95,1,Nbn,No visible ice,TILL,Till,1.5,1.5,2.4
68.75912,-133.54506,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_R (NTGS 6),3.15,1,"Vx, Vs",Low,TILL,Till,1.5,2.4,3.9
68.75912,-133.54506,2017-03-10T00:00:00Z,ENG.YARC03097-01//TVC_R (NTGS 6),7,1,Vx,Low,CL,Clay,1.5,3.9,10.1
68.49298,-133.65292,2013-03-27T00:00:00Z,GSC1A - P1,0.75,1,Vr,Medium to high,CL,Clay,0,0,1.5
68.49298,-133.65292,2013-03-27T00:00:00Z,GSC1A - P1,4.75,1,,Medium to high,CL,Clay,0,1.5,8
68.49298,-133.65292,2013-03-27T00:00:00Z,GSC1A - P1,9.05,1,Vr,Medium to high,CL,Clay,0,8,10.1
68.4932,-133.65749,2013-03-27T00:00:00Z,GSC1A - P2,0.6,1,Nf,No visible ice,GC,Fine till,0,0,1.2
68.4932,-133.65749,2013-03-27T00:00:00Z,GSC1A - P2,1.65,1,Nbn/Nf,No visible ice,SC,Sand,0,1.2,2.1
68.4932,-133.65749,2013-03-27T00:00:00Z,GSC1A - P2,2.9,1,,Pure ice,ICE,Ice,0,2.1,3.7
68.4932,-133.65749,2013-03-27T00:00:00Z,GSC1A - P2,4.3,1,Nbe,Low,CL,Clay,0,3.7,4.9
68.4932,-133.65749,2013-03-27T00:00:00Z,GSC1A - P2,5.05,1,Vx,Medium to high,CL,Clay,0,4.9,5.2
68.4932,-133.65749,2013-03-27T00:00:00Z,GSC1A - P2,6.7,1,,Pure ice,ICE,Ice,0,5.2,8.2
68.49379,-133.66302,2013-03-27T00:00:00Z,GSC1A - P3,0.1,1,Vx,Low,GC,Fine till,0,0,0.2
68.49379,-133.66302,2013-03-27T00:00:00Z,GSC1A - P3,0.55,1,Nf,No visible ice,GC,Fine till,0,0.2,0.9
68.49379,-133.66302,2013-03-27T00:00:00Z,GSC1A - P3,1.5,1,Vx,Low,CL,Clay,0,0.9,2.1
68.49379,-133.66302,2013-03-27T00:00:00Z,GSC1A - P3,4,1,,Pure ice,ICE,Ice,0,2.1,5.9
68.49459,-133.6612,2013-03-27T00:00:00Z,GSC1A - P4,0.75,1,Vc,Medium to high,CL,Clay,0,0,1.5
68.49459,-133.6612,2013-03-27T00:00:00Z,GSC1A - P4,3.75,1,Vr,Medium to high,CL,Clay,0,1.5,6
68.49459,-133.6612,2013-03-27T00:00:00Z,GSC1A - P4,8.05,1,,Pure ice,ICE,Ice,0,6,10.1
68.49613,-133.65933,2013-03-27T00:00:00Z,GSC1A - P5,0.75,1,Vr,Medium to high,CL,Clay,0,0,1.5
68.49613,-133.65933,2013-03-27T00:00:00Z,GSC1A - P5,4.75,1,,Medium to high,CL,Clay,0,1.5,8
68.49613,-133.65933,2013-03-27T00:00:00Z,GSC1A - P5,8.5,1,Vr,Medium to high,CL,Clay,0,8,9
68.49613,-133.65933,2013-03-27T00:00:00Z,GSC1A - P5,9.55,1,,Pure ice,ICE,Ice,0,9,10.1
68.49698,-133.6586,2013-03-28T00:00:00Z,GSC1A - P6,0.75,1,Vr,Medium to high,CL,Clay,0,0,1.5
68.49698,-133.6586,2013-03-28T00:00:00Z,GSC1A - P6,5.3,1,,Pure ice,ICE,Ice,0,1.5,9.1
68.62695,-133.5375,2013-04-09T00:00:00Z,GSC3 - 10,1.5,1,Nf,No visible ice,SC,Sand,0,0,3
68.62695,-133.5375,2013-04-09T00:00:00Z,GSC3 - 10,4.25,1,,Pure ice,ICE,Ice,0,3,5.5
68.62696,-133.53293,2013-04-09T00:00:00Z,GSC3 - 11,3.95,1,Nf,No visible ice,SC,Sand,0,0,7.9
68.62696,-133.53293,2013-04-09T00:00:00Z,GSC3 - 11,8.5,1,,Pure ice,ICE,Ice,0,7.9,9.1
68.62624,-133.53094,2013-04-09T00:00:00Z,GSC3 - 14,0.1,0,,None,ORGANICS,Organics,0.2,0,0.2
68.62624,-133.53094,2013-04-09T00:00:00Z,GSC3 - 14,0.4,1,Vx/Vr,Medium to high,CL,Clay,0.2,0.2,0.6
68.62624,-133.53094,2013-04-09T00:00:00Z,GSC3 - 14,1.3,1,Vc,Medium to high,CL,Clay,0.2,0.6,2
68.62624,-133.53094,2013-04-09T00:00:00Z,GSC3 - 14,3.3,1,,Pure ice,ICE,Ice,0.2,2,4.6
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,0.75,1,Vx,Low,CL,Clay,0,0,1.5
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,1.8,1,,Pure ice,ICE,Ice,0,1.5,2.1
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,3.35,1,Vx,Low,CL,Clay,0,2.1,4.6
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,5.95,1,Nbn,No visible ice,CL,Clay,0,4.6,7.3
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,7.45,1,,Pure ice,ICE,Ice,0,7.3,7.6
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,8.15,1,Vx,Low,SC,Sand,0,7.6,8.7
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,10,1,Nbn/Nf,No visible ice,SC,Sand,0,8.7,11.3
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,11.45,1,Vx,Low,SC,Sand,0,11.3,11.6
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,11.9,1,,Medium to high,SC,Sand,0,11.6,12.2
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,12.65,1,,Pure ice,ICE,Ice,0,12.2,13.1
68.62455,-133.5352,2013-04-09T00:00:00Z,GSC3 - 16,14.15,1,Vx,Medium to high,GW-GC,Gravel,0,13.1,15.2
68.62329,-133.53694,2013-04-13T00:00:00Z,GSC3 - 17,0.9,1,Vx/Vc,Low,CL,Clay,0,0,1.8
68.62329,-133.53694,2013-04-13T00:00:00Z,GSC3 - 17,3.95,1,,Pure ice,ICE,Ice,0,1.8,6.1
68.62502,-133.52641,2013-04-13T00:00:00Z,GSC3 - 18,2.3,1,Nf,No visible ice,SC,Sand,0,0,4.6
68.62502,-133.52641,2013-04-13T00:00:00Z,GSC3 - 18,5.35,1,Vx/Nbn,Low,CL,Clay,0,4.6,6.1
68.62385,-133.5219,2013-04-08T00:00:00Z,GSC3 - 20,0.75,1,Nf,No visible ice,SC-SM,Sand,0,0,1.5
68.62385,-133.5219,2013-04-08T00:00:00Z,GSC3 - 20,2.1,1,Nf,No visible ice,CL-ML,Clay,0,1.5,2.7
68.62266,-133.52094,2013-04-08T00:00:00Z,GSC3 - 21,0.6,1,Vx/Nf,Low,SC-SM,Sand,0,0,1.2
68.62266,-133.52094,2013-04-08T00:00:00Z,GSC3 - 21,2.15,1,Nf,No visible ice,SC-SM,Sand,0,1.2,3.1
68.62266,-133.52094,2013-04-08T00:00:00Z,GSC3 - 21,4.6,1,,Pure ice,ICE,Ice,0,3.1,6.1
68.62252,-133.51752,2013-04-09T00:00:00Z,GSC3 - 22,1.7,1,Nf,No visible ice,SC,Sand,0,0,3.4
68.62252,-133.51752,2013-04-09T00:00:00Z,GSC3 - 22,4.3,1,,Pure ice,ICE,Ice,0,3.4,5.2
68.62177,-133.52351,2013-04-09T00:00:00Z,GSC3 - 23,0.1,1,Vr,Medium to high,TOPSOIL,Organics,1.2,0,0.2
68.62177,-133.52351,2013-04-09T00:00:00Z,GSC3 - 23,0.7,1,Vr,Medium to high,PEAT,Organics,1.2,0.2,1.2
68.62177,-133.52351,2013-04-09T00:00:00Z,GSC3 - 23,1.5,1,Vx,Medium to high,SC-SM,Sand,1.2,1.2,1.8
68.62177,-133.52351,2013-04-09T00:00:00Z,GSC3 - 23,3.2,1,,Pure ice,ICE,ice,1.2,1.8,4.6
68.62123,-133.51553,2013-04-08T00:00:00Z,GSC3 - 24,0.1,0,,None,ORGANICS,Organics,0.2,0,0.2
68.62123,-133.51553,2013-04-08T00:00:00Z,GSC3 - 24,1.15,1,Vx/Vr,Medium to high,CL,Clay,0.2,0.2,2.1
68.62123,-133.51553,2013-04-08T00:00:00Z,GSC3 - 24,2.75,1,,Medium to high,CL,Clay,0.2,2.1,3.4
68.62123,-133.51553,2013-04-08T00:00:00Z,GSC3 - 24,4.15,1,,Pure ice,ICE,Ice,0.2,3.4,4.9
68.62123,-133.51553,2013-04-08T00:00:00Z,GSC3 - 24,5.75,1,Vx/Vr,Medium to high,SC,Sand,0.2,4.9,6.6
68.62123,-133.51553,2013-04-08T00:00:00Z,GSC3 - 24,7.1,1,,Pure ice,ICE,Ice,0.2,6.6,7.6
68.62072,-133.52249,2013-04-09T00:00:00Z,GSC3 - 25,0.1,0,,None,TOPSOIL,Organics,0.2,0,0.2
68.62072,-133.52249,2013-04-09T00:00:00Z,GSC3 - 25,0.8,1,,Pure ice,ICE,Ice,0.2,0.2,1.4
68.62072,-133.52249,2013-04-09T00:00:00Z,GSC3 - 25,1.75,1,Nbn,No visible ice,CL-ML,Clay,0.2,1.4,2.1
68.62072,-133.52249,2013-04-09T00:00:00Z,GSC3 - 25,3.35,1,,Pure ice,ICE,Ice,0.2,2.1,4.6
68.62002,-133.51767,2013-04-08T00:00:00Z,GSC3 - 26,0.9,1,Vc,Low,SC,Sand,0,0,1.8
68.62002,-133.51767,2013-04-08T00:00:00Z,GSC3 - 26,2.05,1,Vc,Low,CL,Clay,0,1.8,2.3
68.61899,-133.51942,2013-04-08T00:00:00Z,GSC3 - 27,0.1,0,,None,TOPSOIL,Organics,0.2,0,0.2
68.61899,-133.51942,2013-04-08T00:00:00Z,GSC3 - 27,1,1,Vx,Low,SC-SM,Sand,0.2,0.2,1.8
68.61899,-133.51942,2013-04-08T00:00:00Z,GSC3 - 27,2.4,1,Nbn,No visible ice,CL-ML,Clay,0.2,1.8,3
68.61899,-133.51942,2013-04-08T00:00:00Z,GSC3 - 27,3.8,1,,Pure ice,ICE,Ice,0.2,3,4.6
68.61899,-133.51942,2013-04-08T00:00:00Z,GSC3 - 27,5.35,1,Vx,Low,CL-ML,Clay,0.2,4.6,6.1
68.61902,-133.51514,2013-04-08T00:00:00Z,GSC3 - 28,0.15,1,Nbn,No visible ice,TOPSOIL,Organics,0.3,0,0.3
68.61902,-133.51514,2013-04-08T00:00:00Z,GSC3 - 28,0.9,1,Vc,Medium to high,SC-SM,Sand,0.3,0.3,1.5
68.61902,-133.51514,2013-04-08T00:00:00Z,GSC3 - 28,1.8,1,,Pure ice,ICE,Ice,0.3,1.5,2.1
68.61902,-133.51514,2013-04-08T00:00:00Z,GSC3 - 28,2.6,1,Vc,Medium to high,SC-SM,Sand,0.3,2.1,3.1
68.61902,-133.51514,2013-04-08T00:00:00Z,GSC3 - 28,4.6,1,,Pure ice,ICE,Ice,0.3,3.1,6.1
68.61794,-133.51657,2013-04-08T00:00:00Z,GSC3 - 29,0.15,0,,None,TOPSOIL,Organics,0.3,0,0.3
68.61794,-133.51657,2013-04-08T00:00:00Z,GSC3 - 29,1.85,1,Nbn,No visible ice,GC-GM,Fine till,0.3,0.3,3.4
68.61794,-133.51657,2013-04-08T00:00:00Z,GSC3 - 29,4.75,1,,Pure ice,ICE,Ice,0.3,3.4,6.1
68.62381,-133.53307,2013-04-13T00:00:00Z,GSC3 - 31,0.4,1,Nbe,Low,TOPSOIL,Organics,0.8,0,0.8
68.62381,-133.53307,2013-04-13T00:00:00Z,GSC3 - 31,2.25,1,Nbe,Low,CL,Clay,0.8,0.8,3.7
68.62381,-133.53307,2013-04-13T00:00:00Z,GSC3 - 31,4.9,1,,Pure ice,ICE,Ice,0.8,3.7,6.1
68.61792,-133.51335,2013-04-08T00:00:00Z,GSC3 - 32,0.75,1,Nf,No visible ice,SC-SM,Sand,0,0,1.5
68.61792,-133.51335,2013-04-08T00:00:00Z,GSC3 - 32,2.05,1,Vx,Low,CL,Clay,0,1.5,2.6
68.61792,-133.51335,2013-04-08T00:00:00Z,GSC3 - 32,2.85,1,,High,CL,Clay,0,2.6,3.1
68.61792,-133.51335,2013-04-08T00:00:00Z,GSC3 - 32,3.3,1,,Medium to high,CL,Clay,0,3.1,3.5
68.61792,-133.51335,2013-04-08T00:00:00Z,GSC3 - 32,4.05,1,,Medium to high,SC-SM,Sand,0,3.5,4.6
68.61792,-133.51335,2013-04-08T00:00:00Z,GSC3 - 32,5.35,1,,High,CL-ML,Clay,0,4.6,6.1
68.61792,-133.51335,2013-04-08T00:00:00Z,GSC3 - 32,6.85,1,,Pure ice,ICE,Ice,0,6.1,7.6
68.61683,-133.51543,2013-04-08T00:00:00Z,GSC3 - 33,0.75,1,Nf,No visible ice,SC-SM,Sand,0,0,1.5
68.61683,-133.51543,2013-04-08T00:00:00Z,GSC3 - 33,2.15,1,,No visible ice,GP-GC,Gravel,0,1.5,2.8
68.61683,-133.51543,2013-04-08T00:00:00Z,GSC3 - 33,2.9,1,Vx,Low,SC-SM,Sand,0,2.8,3
68.61683,-133.51543,2013-04-08T00:00:00Z,GSC3 - 33,4.55,1,,Pure ice,ICE,Ice,0,3,6.1
68.61846,-133.52258,2013-04-09T00:00:00Z,GSC3 - 34,0.25,0,,None,TOPSOIL,Organics,0.5,0,0.5
68.61846,-133.52258,2013-04-09T00:00:00Z,GSC3 - 34,1,1,Vr,Medium to high,SC-SM,Sand,0.5,0.5,1.5
68.61846,-133.52258,2013-04-09T00:00:00Z,GSC3 - 34,3.05,1,,Pure ice,ICE,Ice,0.5,1.5,4.6
68.6286,-133.5331,2013-04-09T00:00:00Z,GSC3 - 7,0.1,0,,None,TOPSOIL,Organics,0.2,0,0.2
68.6286,-133.5331,2013-04-09T00:00:00Z,GSC3 - 7,1,1,Vx/Vc/Vr,Medium to high,CL,Clay,0.2,0.2,1.8
68.6286,-133.5331,2013-04-09T00:00:00Z,GSC3 - 7,2.45,1,,Pure ice,ICE,Ice,0.2,1.8,3.1
68.6286,-133.5331,2013-04-09T00:00:00Z,GSC3 - 7,3.25,1,Nbe,Low,CL,Clay,0.2,3.1,3.4
68.62157,-133.51967,2013-04-08T00:00:00Z,GSC3 - P1,0.75,1,Nf,No visible ice,SC,Sand,0,0,1.5
68.62157,-133.51967,2013-04-08T00:00:00Z,GSC3 - P1,2.25,1,Vx,High,CL,Clay,0,1.5,3
68.62157,-133.51967,2013-04-08T00:00:00Z,GSC3 - P1,3.8,1,Vx/Nbe,Low,CL,Clay,0,3,4.6
68.62157,-133.51967,2013-04-08T00:00:00Z,GSC3 - P1,5.35,1,,Pure ice,ICE,Ice,0,4.6,6.1
68.62519,-133.5216,2013-04-08T00:00:00Z,GSC3 - P2,0.75,1,Nf,No visible ice,SC,Sand,0,0,1.5
68.62519,-133.5216,2013-04-08T00:00:00Z,GSC3 - P2,3.8,1,Vx,High,CL,Clay,0,1.5,6.1
68.62623,-133.53506,2013-04-08T00:00:00Z,GSC3 - P3,1,1,Vc,Medium to high,SC,Sand,0,0,2
68.62623,-133.53506,2013-04-08T00:00:00Z,GSC3 - P3,2.7,1,,Low,SC,Sand,0,2,3.4
68.62623,-133.53506,2013-04-08T00:00:00Z,GSC3 - P3,4.9,1,Nbn,No visible ice,CL,Clay,0,3.4,6.4
68.62623,-133.53506,2013-04-08T00:00:00Z,GSC3 - P3,8.55,1,,Pure ice,ICE,Ice,0,6.4,10.7
68.62784,-133.53532,2013-04-07T00:00:00Z,GSC3 - P4,2,1,Vc,Low,SC,Sand,0,0,4
68.62784,-133.53532,2013-04-07T00:00:00Z,GSC3 - P4,4.6,1,,Pure ice,ICE,Ice,0,4,5.2
68.66109,-133.48085,2013-04-14T00:00:00Z,GSC4 - 11,0.55,1,Vx,Medium to high,ML,Silt,0,0,1.1
68.66109,-133.48085,2013-04-14T00:00:00Z,GSC4 - 11,1.7,1,,Low,ML,Silt,0,1.1,2.3
68.66109,-133.48085,2013-04-14T00:00:00Z,GSC4 - 11,2.8,1,,Medium to high,ML,Silt,0,2.3,3.3
68.66109,-133.48085,2013-04-14T00:00:00Z,GSC4 - 11,3.8,1,,Low,ML,Silt,0,3.3,4.3
68.66109,-133.48085,2013-04-14T00:00:00Z,GSC4 - 11,4.5,1,,Medium to high,CL-ML,Clay,0,4.3,4.7
68.66109,-133.48085,2013-04-14T00:00:00Z,GSC4 - 11,5.4,1,Vs,Medium to high,ML,Silt,0,4.7,6.1
68.66112,-133.47797,2013-04-13T00:00:00Z,GSC4 - 12,1.05,1,Vx,Medium to high,ML,Silt,0,0,2.1
68.66112,-133.47797,2013-04-13T00:00:00Z,GSC4 - 12,2.5,1,Nbn,No visible ice,CL-ML,Clay,0,2.1,2.9
68.66112,-133.47797,2013-04-13T00:00:00Z,GSC4 - 12,4.5,1,Vx/Vr,Low,CL-ML,Clay,0,2.9,6.1
68.66213,-133.47786,2013-04-13T00:00:00Z,GSC4 - 13,0.75,1,Vx,Medium to high,CL-ML,Clay,0,0,1.5
68.66213,-133.47786,2013-04-13T00:00:00Z,GSC4 - 13,2.3,1,Vr,Medium to high,CL-ML,Clay,0,1.5,3.1
68.66213,-133.47786,2013-04-13T00:00:00Z,GSC4 - 13,4,1,Nbn,No visible ice,CL-ML,Clay,0,3.1,4.9
68.66213,-133.47786,2013-04-13T00:00:00Z,GSC4 - 13,5.5,1,Nbe,Low,CL-ML,Clay,0,4.9,6.1
68.66296,-133.4808,2013-04-14T00:00:00Z,GSC4 - 14,0.15,1,Nbe,Low,PEAT,Organics,1.8,0,0.3
68.66296,-133.4808,2013-04-14T00:00:00Z,GSC4 - 14,1.05,1,Vx,Medium to high,PEAT,Organics,1.8,0.3,1.8
68.66296,-133.4808,2013-04-14T00:00:00Z,GSC4 - 14,1.9,1,,Medium to high,ML,Silt,1.8,1.8,2
68.66296,-133.4808,2013-04-14T00:00:00Z,GSC4 - 14,2.85,1,,Low,ML,Silt,1.8,2,3.7
68.66296,-133.4808,2013-04-14T00:00:00Z,GSC4 - 14,3.95,1,,Low,CL-ML,Clay,1.8,3.7,4.2
68.66296,-133.4808,2013-04-14T00:00:00Z,GSC4 - 14,4.85,1,,Low,ML,Silt,1.8,4.2,5.5
68.66296,-133.4808,2013-04-14T00:00:00Z,GSC4 - 14,5.75,1,,Low,CL-ML,Clay,1.8,5.5,6
68.66213,-133.48386,2013-04-14T00:00:00Z,GSC4 - 15,0.1,1,Vx,Medium to high,PEAT,Organics,1.5,0,0.2
68.66213,-133.48386,2013-04-14T00:00:00Z,GSC4 - 15,0.85,1,,Medium to high,PEAT,Organics,1.5,0.2,1.5
68.66213,-133.48386,2013-04-14T00:00:00Z,GSC4 - 15,2.4,1,Nf,No visible ice,SP-SC,Coarse till,1.5,1.5,3.3
68.66213,-133.48386,2013-04-14T00:00:00Z,GSC4 - 15,3.45,1,Vx,Low,CL-ML,Clay,1.5,3.3,3.6
