latitude,longitude,time,borehole,depth,frozen,cryostructures,visible_ice,ASTM_2488,materials,organic_cover,top_of_interval,bottom_of_interval
69.16162,-133.08682,2012-03-21T00:00:00Z,0170-1-10,0.15,0,,,TOPSOIL,Organics,0.3,0,0.3
69.16162,-133.08682,2012-03-21T00:00:00Z,0170-1-10,0.85,1,,Pure ice,ICE,Ice,0.3,0.3,1.4
69.16162,-133.08682,2012-03-21T00:00:00Z,0170-1-10,1.9,1,Nf,No visible ice,SW-SM,Coarse till,0.3,1.4,2.4
69.16162,-133.08682,2012-03-21T00:00:00Z,0170-1-10,5.4,1,Nf,No visible ice,GW-GM,Coarse till,0.3,2.4,8.4
69.16105,-133.0888,2012-03-21T00:00:00Z,0170-1-12,1.2,1,Nf,No visible ice,GP-GM,Coarse till,0,0,2.4
69.16105,-133.0888,2012-03-21T00:00:00Z,0170-1-12,3.95,1,Nf,No visible ice,SM,Sand,0,2.4,5.5
69.16105,-133.0888,2012-03-21T00:00:00Z,0170-1-12,6.1,1,Nf,No visible ice,ICE,Ice,0,5.5,6.7
69.15849,-133.08865,2012-03-20T00:00:00Z,0170-1-17,0.3,0,,,ML,Silt,0,0,0.6
69.15849,-133.08865,2012-03-20T00:00:00Z,0170-1-17,1.45,1,,No visible ice,SM-SC,Sand,0,0.6,2.3
69.15849,-133.08865,2012-03-20T00:00:00Z,0170-1-17,3.45,1,,Pure ice,ICE,Ice,0,2.3,4.6
69.15849,-133.08865,2012-03-20T00:00:00Z,0170-1-17,4.75,1,,High,ML,Silt,0,4.6,4.9
69.15908,-133.08968,2012-03-20T00:00:00Z,0170-1-18,0.05,0,,,ORGANICS,Organics,0.1,0,0.1
69.15908,-133.08968,2012-03-20T00:00:00Z,0170-1-18,1.2,1,,No visible ice,ML,Silt,0.1,0.1,2.3
69.15908,-133.08968,2012-03-20T00:00:00Z,0170-1-18,3.3,1,,Pure ice,ICE,Ice,0.1,2.3,4.3
69.15908,-133.08968,2012-03-20T00:00:00Z,0170-1-18,4.75,1,,High,ML,Silt,0.1,4.3,5.2
69.15908,-133.08968,2012-03-20T00:00:00Z,0170-1-18,5.35,1,,No visible ice,ML,Silt,0.1,5.2,5.5
69.15908,-133.08968,2012-03-20T00:00:00Z,0170-1-18,6.2,1,,High,SM,Sand,0.1,5.5,6.9
69.15886,-133.0909,2012-03-21T00:00:00Z,0170-1-19,1.2,1,Nf,No visible ice,GP,Gravel,0,0,2.4
69.15886,-133.0909,2012-03-21T00:00:00Z,0170-1-19,3.8,1,,Pure ice,ICE,Ice,0,2.4,5.2
69.15886,-133.0909,2012-03-21T00:00:00Z,0170-1-19,5.65,1,,High,SP,Coarse till,0,5.2,6.1
69.15886,-133.0909,2012-03-21T00:00:00Z,0170-1-19,6.5,1,,Medium to high,GP,Gravel,0,6.1,6.9
69.16384,-133.08447,2012-03-22T00:00:00Z,0170-1-2,0.15,0,,,GM,Coarse till,0,0,0.3
69.16384,-133.08447,2012-03-22T00:00:00Z,0170-1-2,1.35,1,,No visible ice,GM,Coarse till,0,0.3,2.4
69.16384,-133.08447,2012-03-22T00:00:00Z,0170-1-2,3.25,1,Vc/Vs,Low,SM-SC,Sand,0,2.4,4.1
69.16384,-133.08447,2012-03-22T00:00:00Z,0170-1-2,5.4,1,,Pure ice,ICE,Ice,0,4.1,6.7
69.15767,-133.08878,2012-03-21T00:00:00Z,0170-1-21,0.75,1,,No visible ice,SM,Sand,0,0,1.5
69.15767,-133.08878,2012-03-21T00:00:00Z,0170-1-21,3.8,1,,Pure ice,ICE,Ice,0,1.5,6.1
69.15728,-133.0844,2012-03-19T00:00:00Z,0170-1-24,0.15,0,,,ORGANICS,Organics,0.3,0,0.3
69.15728,-133.0844,2012-03-19T00:00:00Z,0170-1-24,0.85,1,,No visible ice,SM,Sand,0.3,0.3,1.4
69.15728,-133.0844,2012-03-19T00:00:00Z,0170-1-24,4.15,1,,Pure ice,ICE,Ice,0.3,1.4,6.9
69.15744,-133.08618,2012-03-19T00:00:00Z,0170-1-25,0.3,0,,,ORGANICS,Organics,0.6,0,0.6
69.15744,-133.08618,2012-03-19T00:00:00Z,0170-1-25,1.45,1,,No visible ice,SM,Sand,0.6,0.6,2.3
69.15744,-133.08618,2012-03-19T00:00:00Z,0170-1-25,3.05,1,Vc/Vs,High,SM,Sand,0.6,2.3,3.8
69.15744,-133.08618,2012-03-19T00:00:00Z,0170-1-25,4.95,1,,Pure ice,ICE,Ice,0.6,3.8,6.1
69.15682,-133.09106,2012-03-21T00:00:00Z,0170-1-27,0.45,1,Nf,No visible ice,SW-SP,Coarse till,0,0,0.9
69.15682,-133.09106,2012-03-21T00:00:00Z,0170-1-27,3.2,1,,Pure ice,ICE,Pure ice,0,0.9,5.5
69.15691,-133.0928,2012-03-20T00:00:00Z,0170-1-28,1.05,1,,Pure ice,ICE,Ice,0,0,2.1
69.15691,-133.0928,2012-03-20T00:00:00Z,0170-1-28,3.35,1,Nf,No visible ice,SW-SM,Coarse till,0,2.1,4.6
69.15691,-133.0928,2012-03-20T00:00:00Z,0170-1-28,5.2,1,Nf,No visible ice,SP-GP,Coarse till,0,4.6,5.8
69.15691,-133.0928,2012-03-20T00:00:00Z,0170-1-28,7.3,1,Nf,No visible ice,SW-SM,Coarse till,0,5.8,8.8
69.15691,-133.0928,2012-03-20T00:00:00Z,0170-1-28,9.4,1,Nf,No visible ice,SW,Coarse till,0,8.8,10
69.15668,-133.09425,2012-03-20T00:00:00Z,0170-1-29,0.75,1,Nf,No visible ice,SW-SP,Coarse till,0,0,1.5
69.15668,-133.09425,2012-03-20T00:00:00Z,0170-1-29,1.95,1,Nf,No visible ice,SM-SC,Sand,0,1.5,2.4
69.15668,-133.09425,2012-03-20T00:00:00Z,0170-1-29,4.7,1,Nf,Low,SP-SM,Coarse till,0,2.4,7
69.15668,-133.09425,2012-03-20T00:00:00Z,0170-1-29,7.55,1,Nbn,Low,GP-GM,Gravel,0,7,8.1
69.16421,-133.0872,2012-03-21T00:00:00Z,0170-1-3,0.1,0,,,ORGANICS,Organics,0.2,0,0.2
69.16421,-133.0872,2012-03-21T00:00:00Z,0170-1-3,0.7,1,,No visible ice,SM-SC,Sand,0.2,0.2,1.2
69.16421,-133.0872,2012-03-21T00:00:00Z,0170-1-3,1.75,1,,No visible ice,SC,Sand,0.2,1.2,2.3
69.16421,-133.0872,2012-03-21T00:00:00Z,0170-1-3,3.75,1,Vc/Vs,Low,SM,Coarse till,0.2,2.3,5.2
69.16421,-133.0872,2012-03-21T00:00:00Z,0170-1-3,6.05,1,,Pure ice,ICE,Ice,0.2,5.2,6.9
69.15713,-133.09683,2012-03-20T00:00:00Z,0170-1-30,0.9,1,Nf,No visible ice,SM-SC,Sand,0,0,1.8
69.15713,-133.09683,2012-03-20T00:00:00Z,0170-1-30,2.1,1,,No visible ice,COBBLES,Cobbles,0,1.8,2.4
69.15713,-133.09683,2012-03-20T00:00:00Z,0170-1-30,4.65,1,,Pure ice,ICE,Ice,0,2.4,6.9
69.15727,-133.09862,2012-03-20T00:00:00Z,0170-1-31,1.5,1,Nf,No visible ice,SM-SC,Sand,0,0,3
69.15727,-133.09862,2012-03-20T00:00:00Z,0170-1-31,4.15,1,Nf,No visible ice,COBBLES,Cobbles,0,3,5.3
69.15611,-133.09322,2012-03-20T00:00:00Z,170-1-32,0.75,1,Nf,No visible ice,SW,Coarse till,0,0.3,1.2
69.15611,-133.09322,2012-03-20T00:00:00Z,170-1-32,2.05,1,Nbn/Nf,No visible ice,SP-SM,Coarse till,0,1.2,2.9
69.15611,-133.09322,2012-03-20T00:00:00Z,170-1-32,4.9,1,,Pure ice,ICE,Ice,0,2.9,6.9
69.15505,-133.09233,2012-03-20T00:00:00Z,170-1-33,0.3,1,Nf,No visible ice,GP-GM,Gravel,0,0,0.6
69.15505,-133.09233,2012-03-20T00:00:00Z,170-1-33,1.35,1,Nf,No visible ice,SM,Sand,0,0.6,2.1
69.15505,-133.09233,2012-03-20T00:00:00Z,170-1-33,3.05,1,Nf,No visible ice,GM-GC,Fine till,0,2.1,4
69.15505,-133.09233,2012-03-20T00:00:00Z,170-1-33,4.3,1,Nf,No visible ice,ML,Silt,0,4,4.6
69.15505,-133.09233,2012-03-20T00:00:00Z,170-1-33,5.05,1,,Pure ice,ICE,Ice,0,4.6,5.5
69.15544,-133.09659,2012-03-19T00:00:00Z,170-1-35,0.15,0,,,TOPSOIL,Organics,0.3,0,0.3
69.15544,-133.09659,2012-03-19T00:00:00Z,170-1-35,2.8,1,,Pure ice,ICE,Ice,0.3,0.3,5.3
69.15521,-133.09816,2012-03-19T00:00:00Z,170-1-36,0.45,1,,Pure ice,ICE,Ice,0,0,0.9
69.15521,-133.09816,2012-03-19T00:00:00Z,170-1-36,1.2,1,Nf,No visible ice,GM-GC,Fine till,0,0.9,1.5
69.15521,-133.09816,2012-03-19T00:00:00Z,170-1-36,1.95,1,Nf,No visible ice,SW-SM,Coarse till,0,1.5,2.4
69.15521,-133.09816,2012-03-19T00:00:00Z,170-1-36,3.35,1,Nf,No visible ice,GM-GC,Fine till,0,2.4,4.3
69.15521,-133.09816,2012-03-19T00:00:00Z,170-1-36,5.6,1,,Pure ice,ICE,Ice,0,4.3,6.9
69.15525,-133.10008,2012-03-19T00:00:00Z,170-1-37,0.3,1,Nf,Low,ML,Silt,0,0,0.6
69.15525,-133.10008,2012-03-19T00:00:00Z,170-1-37,1.35,1,Nf,Low,SM-SC,Sand,0,0.6,2.1
69.15525,-133.10008,2012-03-19T00:00:00Z,170-1-37,2.8,1,Nf,No visible ice,SM-SC,Sand,0,2.1,3.5
69.15525,-133.10008,2012-03-19T00:00:00Z,170-1-37,4.65,1,,Pure ice,ICE,Ice,0,3.5,5.8
69.16289,-133.08351,2012-03-23T00:00:00Z,0170-1-4,0.3,0,,,ML,Silt,0,0,0.6
69.16289,-133.08351,2012-03-23T00:00:00Z,0170-1-4,3.9,1,,Pure ice,ICE,Ice,0,0.6,7.2
69.15421,-133.08583,2012-03-19T00:00:00Z,170-1-41,0.05,0,,,ORGANICS,Organics,0.1,0,0.1
69.15421,-133.08583,2012-03-19T00:00:00Z,170-1-41,3.5,1,Nbn,No visible ice,ML,Silt,0.1,0.1,6.9
69.15335,-133.08473,2012-03-19T00:00:00Z,170-1-42,0.05,0,,,ORGANICS,Organics,0.1,0,0.1
69.15335,-133.08473,2012-03-19T00:00:00Z,170-1-42,0.35,1,,No visible ice,SM,Sand,0.1,0.1,0.6
69.15335,-133.08473,2012-03-19T00:00:00Z,170-1-42,3.75,1,,Pure ice,ICE,Ice,0.1,0.6,6.9
69.15265,-133.08359,2012-03-19T00:00:00Z,170-1-43,0.3,1,Nf,No visible ice,ORGANICS,Organics,0.6,0,0.6
69.15265,-133.08359,2012-03-19T00:00:00Z,170-1-43,1.05,1,Nf,No visible ice,SM,Sand,0.6,0.6,1.5
69.15265,-133.08359,2012-03-19T00:00:00Z,170-1-43,2.1,1,,Pure ice,ICE,Ice,0.6,1.5,2.7
69.15265,-133.08359,2012-03-19T00:00:00Z,170-1-43,3.2,1,Nf,No visible ice,SW,Coarse till,0.6,2.7,3.7
69.15265,-133.08359,2012-03-19T00:00:00Z,170-1-43,5.5,1,,Medium to high,SP-SM,Coarse till,0.6,3.7,7.3
69.15265,-133.08359,2012-03-19T00:00:00Z,170-1-43,8.2,1,Nf,No visible ice,SP-SM,Coarse till,0.6,7.3,9.1
69.16299,-133.08606,2012-03-22T00:00:00Z,0170-1-5,0.25,0,,,ORGANICS,Organics,0.5,0,0.5
69.16299,-133.08606,2012-03-22T00:00:00Z,0170-1-5,1.45,1,,Pure ice,ICE,Ice,0.5,0.5,2.4
69.16299,-133.08606,2012-03-22T00:00:00Z,0170-1-5,4.8,1,,High,PEAT,Organics,0.5,2.4,7.2
69.19236,-133.08446,2012-03-21T00:00:00Z,0170-1-7,0.75,0,,,GP,Coarse till,0,0,1.5
69.19236,-133.08446,2012-03-21T00:00:00Z,0170-1-7,4.2,1,,Pure ice,ICE,Ice,0,1.5,6.9
69.16247,-133.08601,2012-03-22T00:00:00Z,0170-1-8,0.55,0,,,SP-SM,Coarse till,0,0,1.1
69.16247,-133.08601,2012-03-22T00:00:00Z,0170-1-8,1.7,1,,Pure ice,ICE,Ice,0,1.1,2.3
69.16247,-133.08601,2012-03-22T00:00:00Z,0170-1-8,4.05,1,Vs,Low,SM,Sand,0,2.3,5.8
69.16247,-133.08601,2012-03-22T00:00:00Z,0170-1-8,6.5,1,,Pure ice,ICE,Ice,0,5.8,7.2
69.1624,-133.08868,2012-03-21T00:00:00Z,0170-1-9,0.6,0,,,SP-SM,Sand,0,0,1.2
69.1624,-133.08868,2012-03-21T00:00:00Z,0170-1-9,2.5,1,Vx,Low,ML,Silt,0,1.2,3.8
69.1624,-133.08868,2012-03-21T00:00:00Z,0170-1-9,4.65,1,Vx,Low,SM,Sand,0,3.8,5.5
69.1624,-133.08868,2012-03-21T00:00:00Z,0170-1-9,6.35,1,,Pure ice,ICE,Ice,0,5.5,7.2
69.11521,-132.99944,2012-03-22T00:00:00Z,0172-2-1,1.15,1,,Low,,Till,0,0,2.3
69.11521,-132.99944,2012-03-22T00:00:00Z,0172-2-1,3.3,1,,Low,,Silt,0,2.3,4.3
69.11521,-132.99944,2012-03-22T00:00:00Z,0172-2-1,5.05,1,Nbn,No visible ice,,Silt,0,4.3,5.8
69.11494,-132.99902,2012-03-18T00:00:00Z,0172-2-2,0.05,0,,,ORGANICS,Organics,0.1,0,0.1
69.11494,-132.99902,2012-03-18T00:00:00Z,0172-2-2,1.5,1,Vx,Low,,Silt,0.1,0.1,2.9
69.11494,-132.99902,2012-03-18T00:00:00Z,0172-2-2,3.45,1,,Medium to high,,Silt,0.1,2.9,4
69.11494,-132.99902,2012-03-18T00:00:00Z,0172-2-2,4.45,1,"Vx, Vc",Low,,Sand,0.1,4,4.9
69.11494,-132.99902,2012-03-18T00:00:00Z,0172-2-2,7.45,1,Vx,Low,,Till,0.1,4.9,10
69.11466,-132.99274,2012-03-22T00:00:00Z,0172-2-3,1.05,1,Nf,No visible ice,,Silt,0,0,2.1
69.11466,-132.99274,2012-03-22T00:00:00Z,0172-2-3,3.2,1,,Medium to high,,Silt,0,2.1,4.3
69.11466,-132.99274,2012-03-22T00:00:00Z,0172-2-3,4.6,1,,High,,Silt,0,4.3,4.9
69.11454,-132.98877,2012-03-22T00:00:00Z,0172-2-4,1.05,1,Nf,No visible ice,,Silt,0,0,2.1
69.11454,-132.98877,2012-03-22T00:00:00Z,0172-2-4,3.05,1,,Medium to high,,Sand,0,2.1,4
69.11454,-132.98877,2012-03-22T00:00:00Z,0172-2-4,4.6,1,Nf,No visible ice,,Silt,0,4,5.2
69.11454,-132.98877,2012-03-22T00:00:00Z,0172-2-4,6.05,1,Nf,No visible ice,,Sand,0,5.2,6.9
69.11432,-132.98499,2012-03-22T00:00:00Z,0172-2-5,1.15,1,,Low,,Till,0,0,2.3
69.11432,-132.98499,2012-03-22T00:00:00Z,0172-2-5,3.3,1,,Low,,Silt,0,2.3,4.3
69.11432,-132.98499,2012-03-22T00:00:00Z,0172-2-5,4.6,1,Nbn,No visible ice,,Silt,0,4.3,4.9
69.11385,-133.00009,2012-03-18T00:00:00Z,0172-2-6,0.6,1,Vx/Nbn,Low,,Silt,0,0,1.2
69.11385,-133.00009,2012-03-18T00:00:00Z,0172-2-6,1.55,1,Nf,No visible ice,,Sand,0,1.2,1.9
69.11365,-132.9969,2012-03-18T00:00:00Z,0172-2-7,0.3,0,,,ORGANICS,Organics,0.6,0,0.6
69.11365,-132.9969,2012-03-18T00:00:00Z,0172-2-7,1.65,1,Nf,No visible ice,,Silt,0.6,0.6,2.7
69.11365,-132.9969,2012-03-18T00:00:00Z,0172-2-7,3.5,1,Vx,Low,,Silt,0.6,2.7,4.3
69.11365,-132.9969,2012-03-18T00:00:00Z,0172-2-7,4.6,1,,Pure ice,,ICE,0.6,4.3,4.9
69.11365,-132.9969,2012-03-18T00:00:00Z,0172-2-7,5.5,1,Vx/Vc,Medium to high,,Silt,0.6,4.9,6.1
69.11346,-132.98453,2012-03-22T00:00:00Z,0172-2-8,1.85,1,Nf,No visible ice,,Silt,0,0,3.7
69.11346,-132.98453,2012-03-22T00:00:00Z,0172-2-8,4.15,1,,Low,,Silt,0,3.7,4.6
69.11731,-133.00127,2012-03-22T00:00:00Z,0172-2-9,3.05,1,,Medium to high,,Silt,0,0,6.1
69.05844,-133.34895,2014-04-13T00:00:00Z,174-01,0.05,0,,None,PEAT,Organics,0.1,0,0.1
69.05844,-133.34895,2014-04-13T00:00:00Z,174-01,0.75,1,Nf,Low,SP-SM,Coarse till,0.1,0.1,1.4
69.05844,-133.34895,2014-04-13T00:00:00Z,174-01,3.75,1,,Pure ice,ICE,Ice,0.1,1.4,6.1
69.06061,-133.34743,2014-04-13T00:00:00Z,174-02,0.05,0,,None,PEAT,Organics,0.1,0,0.1
69.06061,-133.34743,2014-04-13T00:00:00Z,174-02,0.2,1,Vx,Low,ML,Silt,0.1,0.1,0.3
69.06061,-133.34743,2014-04-13T00:00:00Z,174-02,1.05,1,Vx,Low,SP,Coarse till,0.1,0.3,1.8
69.06061,-133.34743,2014-04-13T00:00:00Z,174-02,2.65,1,Nf,Low,SM,Sand,0.1,1.8,3.5
69.06061,-133.34743,2014-04-13T00:00:00Z,174-02,4.5,1,,Pure ice,ICE,Ice,0.1,3.5,5.5
69.06061,-133.34743,2014-04-13T00:00:00Z,174-02,5.75,1,Vr,Medium to high,SP,Coarse till,0.1,5.5,6
69.06061,-133.34743,2014-04-13T00:00:00Z,174-02,6.8,1,,Pure ice,ICE,Ice,0.1,6,7.6
69.06677,-133.35892,2014-04-12T00:00:00Z,174-03,0.05,0,,None,PEAT,Organics,0.1,0,0.1
69.06677,-133.35892,2014-04-12T00:00:00Z,174-03,0.8,1,Nbn,Medium to high,GP,Gravel,0.1,0.1,1.5
69.06677,-133.35892,2014-04-12T00:00:00Z,174-03,2.6,1,Nbn,Medium to high,SP-SM,Coarse till,0.1,1.5,3.7
69.06677,-133.35892,2014-04-12T00:00:00Z,174-03,4.9,1,,Pure ice,ICE,Ice,0.1,3.7,6.1
69.06664,-133.35706,2014-04-12T00:00:00Z,174-04,0.05,0,,None,PEAT,Organics,0.1,0,0.1
69.06664,-133.35706,2014-04-12T00:00:00Z,174-04,0.8,0,,None,GP,Gravel,0.1,0.1,1.5
69.06664,-133.35706,2014-04-12T00:00:00Z,174-04,2.75,1,Nbn/Nf,Medium to high,SP,Coarse till,0.1,1.5,4
69.06664,-133.35706,2014-04-12T00:00:00Z,174-04,4.3,1,Nbe,Medium to high,SP,Coarse till,0.1,4,4.6
69.06664,-133.35706,2014-04-12T00:00:00Z,174-04,6.1,1,Nbn,Medium to high,GW-GM,Gravel,0.1,4.6,7.6
69.06664,-133.35706,2014-04-12T00:00:00Z,174-04,9.15,1,Nf,Low,GW-GM,Gravel,0.1,7.6,10.7
69.06862,-133.34694,2014-04-13T00:00:00Z,174-05,0.05,0,,None,TOPSOIL,Organics,0.1,0,0.1
69.06862,-133.34694,2014-04-13T00:00:00Z,174-05,2.35,1,Nf,No visible ice,GP-GM,Gravel,0.1,0.1,4.6
69.06862,-133.34694,2014-04-13T00:00:00Z,174-05,7.35,1,Vx/Vc,Low,GP-GM,Gravel,0.1,4.6,10.1
69.06604,-133.3461,2014-04-13T00:00:00Z,174-06,0.05,0,,None,TOPSOIL,Organics,0.1,0,0.1
69.06604,-133.3461,2014-04-13T00:00:00Z,174-06,0.8,1,Nf,No visible ice,GP,Gravel,0.1,0.1,1.5
69.06604,-133.3461,2014-04-13T00:00:00Z,174-06,3.8,1,Nf,No visible ice,GP-GM,Gravel,0.1,1.5,6.1
69.0624,-133.35268,2014-04-12T00:00:00Z,174-07,0.05,1,Vx,Medium to high,PEAT,Organics,0.1,0,0.1
69.0624,-133.35268,2014-04-12T00:00:00Z,174-07,1.05,1,Nf,Low,SP,Coarse till,0.1,0.1,2
69.0624,-133.35268,2014-04-12T00:00:00Z,174-07,2.25,1,,Low,GP,Gravel,0.1,2,2.5
69.0624,-133.35268,2014-04-12T00:00:00Z,174-07,4.3,1,,Medium to high,GP-GM,Gravel,0.1,2.5,6.1
69.06383,-133.35344,2014-04-12T00:00:00Z,174-08,0.1,1,Vx,Medium to high,PEAT,Organics,0.2,0,0.2
69.06383,-133.35344,2014-04-12T00:00:00Z,174-08,0.85,1,Nf,Low,GP-GM,Gravel,0.2,0.2,1.5
69.06383,-133.35344,2014-04-12T00:00:00Z,174-08,2.5,1,Vx,Low,GP-GM,Gravel,0.2,1.5,3.5
69.06383,-133.35344,2014-04-12T00:00:00Z,174-08,5.55,1,Nf,Low,GW-GM,Gravel,0.2,3.5,7.6
69.06889,-133.3481,2014-04-13T00:00:00Z,174-09,0.05,0,,None,TOPSOIL,Organics,0.1,0,0.1
69.06889,-133.3481,2014-04-13T00:00:00Z,174-09,0.35,1,Vx,Low,ML,Silt,0.1,0.1,0.6
69.06889,-133.3481,2014-04-13T00:00:00Z,174-09,1.05,1,Vx/Vc,Low,SP,Coarse till,0.1,0.6,1.5
69.06889,-133.3481,2014-04-13T00:00:00Z,174-09,2.6,1,Nf,No visible ice,SP,Coarse till,0.1,1.5,3.7
69.06889,-133.3481,2014-04-13T00:00:00Z,174-09,5.5,1,Nf,No visible ice,GP-GM,Gravel,0.1,3.7,7.3
69.06889,-133.3481,2014-04-13T00:00:00Z,174-09,7.45,1,Vx/Vc,Low,GP-GM,Gravel,0.1,7.3,7.6
69.06889,-133.3481,2014-04-13T00:00:00Z,174-09,8.85,1,,Pure ice,ICE,Ice,0.1,7.6,10.1
69.06668,-133.3551,2014-04-12T00:00:00Z,174-10,1.5,0,,None,GP-GM,Gravel,0,0,3
69.06668,-133.3551,2014-04-12T00:00:00Z,174-10,4.15,1,Nf,Low,GP-GM,Gravel,0,3,5.3
69.06668,-133.3551,2014-04-12T00:00:00Z,174-10,5.7,1,Nbe,Medium to high,GP-GM,Gravel,0,5.3,6.1
69.06668,-133.3551,2014-04-12T00:00:00Z,174-10,6.85,1,,Medium to high,GP-GM,Gravel,0,6.1,7.6
69.06668,-133.3551,2014-04-12T00:00:00Z,174-10,8.35,1,Nbn,Low,SW,Coarse till,0,7.6,9.1
69.06668,-133.3551,2014-04-12T00:00:00Z,174-10,9.9,1,Nf,Low,SP,Coarse till,0,9.1,10.7
69.06608,-133.35493,2014-04-12T00:00:00Z,174-11,0.05,0,,None,TOPSOIL,Organics,0.1,0,0.1
69.06608,-133.35493,2014-04-12T00:00:00Z,174-11,0.65,1,Nf,No visible ice,SM,Sand,0.1,0.1,1.2
69.06608,-133.35493,2014-04-12T00:00:00Z,174-11,1.65,1,Vx,Low,SM,Sand,0.1,1.2,2.1
69.06608,-133.35493,2014-04-12T00:00:00Z,174-11,4.1,1,,Pure ice,ICE,Ice,0.1,2.1,6.1
69.06787,-133.36345,2014-04-12T00:00:00Z,174-12,0.05,0,,None,TOPSOIL,Organics,0.1,0,0.1
69.06787,-133.36345,2014-04-12T00:00:00Z,174-12,0.75,1,Vx/Vc,Low,GP-GM,Gravel,0.1,0.1,1.4
69.06787,-133.36345,2014-04-12T00:00:00Z,174-12,2.05,1,Nf,No visible ice,GP-GM,Gravel,0.1,1.4,2.7
69.06787,-133.36345,2014-04-12T00:00:00Z,174-12,3.05,1,Nbe,Low,SP-SM,Coarse till,0.1,2.7,3.4
69.06787,-133.36345,2014-04-12T00:00:00Z,174-12,4.75,1,Nf,No visible ice,SP-SM,Coarse till,0.1,3.4,6.1
69.06787,-133.36345,2014-04-12T00:00:00Z,174-12,7.6,1,Vc,Low,SP-SM,Coarse till,0.1,6.1,9.1
69.05915,-133.34544,2014-04-13T00:00:00Z,174-14,0.05,0,,None,PEAT,Organics,0.1,0,0.1
69.05915,-133.34544,2014-04-13T00:00:00Z,174-14,0.9,1,,Pure ice,ICE,Ice,0.1,0.1,1.7
69.05915,-133.34544,2014-04-13T00:00:00Z,174-14,2,1,Nf/Nbe,Medium to high,GW,Gravel,0.1,1.7,2.3
69.05915,-133.34544,2014-04-13T00:00:00Z,174-14,2.65,1,Nbe,Medium to high,GW,Gravel,0.1,2.3,3
69.05915,-133.34544,2014-04-13T00:00:00Z,174-14,3.95,1,,Medium to high,GW,Gravel,0.1,3,4.9
69.05915,-133.34544,2014-04-13T00:00:00Z,174-14,5.5,1,,Pure ice,ICE,Ice,0.1,4.9,6.1
69.0662,-133.35994,2014-04-12T00:00:00Z,174-15,0.05,0,,None,PEAT,Organics,0.1,0,0.1
69.0662,-133.35994,2014-04-12T00:00:00Z,174-15,0.8,1,Nbn,Medium to high,SC,Sand,0.1,0.1,1.5
69.0662,-133.35994,2014-04-12T00:00:00Z,174-15,2.25,1,Nf,Medium to high,GP-GM,Gravel,0.1,1.5,3
69.0662,-133.35994,2014-04-12T00:00:00Z,174-15,3.5,1,Nf,Medium to high,SW,Coarse till,0.1,3,4
69.0662,-133.35994,2014-04-12T00:00:00Z,174-15,4.3,1,Nf,Low,SP,Coarse till,0.1,4,4.6
69.0662,-133.35994,2014-04-12T00:00:00Z,174-15,5.35,1,,Pure ice,ICE,Ice,0.1,4.6,6.1
69.06448,-133.359,2014-04-12T00:00:00Z,174-16,0.05,0,,None,TOPSOIL,Organics,0.1,0,0.1
69.06448,-133.359,2014-04-12T00:00:00Z,174-16,0.8,1,Nf,No visible ice,GP,Gravel,0.1,0.1,1.5
69.06448,-133.359,2014-04-12T00:00:00Z,174-16,5.8,1,Nf,No visible ice,SM,Sand,0.1,1.5,10.1
69.06456,-133.35818,2014-04-12T00:00:00Z,174-17,0.05,0,,None,PEAT,Organics,0.1,0,0.1
69.06456,-133.35818,2014-04-12T00:00:00Z,174-17,2.35,0,,None,GW-GM,Gravel,0.1,0.1,4.6
69.06,-133.3422,2014-04-13T00:00:00Z,174-18,0.05,0,,None,PEAT,Organics,0.1,0,0.1
69.06,-133.3422,2014-04-13T00:00:00Z,174-18,0.8,1,,Pure ice,ICE,Ice,0.1,0.1,1.5
69.06,-133.3422,2014-04-13T00:00:00Z,174-18,1.95,1,Nbn,Medium to high,CL,Clay,0.1,1.5,2.4
69.06,-133.3422,2014-04-13T00:00:00Z,174-18,2.7,1,Nbn/Nf,Medium to high,SP,Coarse till,0.1,2.4,3
69.06,-133.3422,2014-04-13T00:00:00Z,174-18,4.55,1,,Pure ice,ICE,Ice,0.1,3,6.1
69.0641,-133.3595,2014-04-12T00:00:00Z,174-19,0.05,0,,None,PEAT,Organics,0.1,0,0.1
69.0641,-133.3595,2014-04-12T00:00:00Z,174-19,0.8,0,,None,GP,Gravel,0.1,0.1,1.5
69.0641,-133.3595,2014-04-12T00:00:00Z,174-19,5.8,1,Nf,Low,GW,Gravel,0.1,1.5,10.1
69.06745,-133.34634,2014-04-13T00:00:00Z,174-20,0.05,0,,None,TOPSOIL,Organics,0.1,0,0.1
69.06745,-133.34634,2014-04-13T00:00:00Z,174-20,0.8,1,Vx/Vc,Low,SP,Coarse till,0.1,0.1,1.5
69.06745,-133.34634,2014-04-13T00:00:00Z,174-20,2.25,1,,Pure ice,ICE,Ice,0.1,1.5,3
69.06745,-133.34634,2014-04-13T00:00:00Z,174-20,3.8,1,Vx/Vc,Medium to high,GW,Gravel,0.1,3,4.6
69.06745,-133.34634,2014-04-13T00:00:00Z,174-20,5.35,1,Nf,No visible ice,GW,Gravel,0.1,4.6,6.1
69.06745,-133.34634,2014-04-13T00:00:00Z,174-20,6.85,1,Vx/Vc,Low,GW,Gravel,0.1,6.1,7.6
69.06745,-133.34634,2014-04-13T00:00:00Z,174-20,7.8,1,,Low,GW,Gravel,0.1,7.6,8
